team1,team2,score_team1,score_team2,wickets_team1,wickets_team2,team1_away_or_home,team2_home_away,winner,margin,margin_type,time_of_day,series,player_of_match,player_of_match_team,venue,toss,toss_decision,ground,ground_city,ground_country,match_date
Australia,Pakistan,199,203,10,6,home,away,Pakistan,4.0,wickets,Day and night,Carlton & United Series,Shane Warne,Australia,Sydney Cricket Ground,Australia,bat first,Sydney,Moore Park,Australia,1997-01-01
Zimbabwe,England,200,179,10,7,home,away,Zimbabwe,7.0,runs,Day,England tour of Zimbabwe,John Crawley,England,Harare Sports Club,England,field first,Harare,Harare,Zimbabwe,1997-01-01
Pakistan,West Indies,197,198,10,4,away,away,West Indies,6.0,wickets,Day and night,Carlton & United Series,Carl Hooper,West Indies,"Brisbane Cricket Ground, Woolloongabba, Brisbane",West Indies,field first,Brisbane,Woolloongabba,Australia,1997-01-03
Zimbabwe,England,249,118,7,10,home,away,Zimbabwe,131.0,runs,Day,England tour of Zimbabwe,Eddo Brandes,Zimbabwe,Harare Sports Club,England,field first,Harare,Harare,Zimbabwe,1997-01-03
Australia,West Indies,281,284,4,3,home,away,West Indies,7.0,wickets,Day and night,Carlton & United Series,Carl Hooper,West Indies,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Australia,bat first,Brisbane,Woolloongabba,Australia,1997-01-05
Pakistan,Australia,149,120,10,10,away,home,Pakistan,29.0,runs,Day,Carlton & United Series,Mohammad Wasim,Pakistan,"Bellerive Oval, Hobart",Pakistan,bat first,Hobart,Bellerive,Australia,1997-01-07
Pakistan,West Indies,257,258,7,5,away,away,West Indies,5.0,wickets,Day and night,Carlton & United Series,Brian Lara,West Indies,"Western Australia Cricket Association Ground, Perth",West Indies,field first,Perth,East Perth,Australia,1997-01-10
Australia,West Indies,267,269,7,6,home,away,West Indies,4.0,wickets,Day,Carlton & United Series,Brian Lara,West Indies,"Western Australia Cricket Association Ground, Perth",Australia,bat first,Perth,East Perth,Australia,1997-01-12
West Indies,Pakistan,181,183,10,2,away,away,Pakistan,8.0,wickets,Day and night,Carlton & United Series,Saqlain Mushtaq,Pakistan,Sydney Cricket Ground,Pakistan,field first,Sydney,Moore Park,Australia,1997-01-14
Pakistan,Australia,181,182,9,7,away,home,Australia,3.0,wickets,Day and night,Carlton & United Series,Anthony Stuart,Australia,Melbourne Cricket Ground,Pakistan,bat first,Melbourne,Jolimont,Australia,1997-01-16
South Africa,India,270,231,4,10,home,away,South Africa,39.0,runs,Day and night,Standard Bank International One-Day Series,Jonty Rhodes,South Africa,"Springbok Park, Bloemfontein",South Africa,bat first,Bloemfontein,Bloemfontein,South Africa,1997-01-23
Zimbabwe,South Africa,211,212,10,5,away,home,South Africa,5.0,wickets,Day and night,Standard Bank International One-Day Series,Daryll Cullinan,South Africa,Centurion Park,Zimbabwe,bat first,Centurion,Centurion,South Africa,1997-01-25
Zimbabwe,India,236,236,8,10,away,away,Match tied,35.52088452088452,runs,Day and night,Standard Bank International One-Day Series,Robin Singh,India,"Boland Bank Park, Paarl",Zimbabwe,bat first,Paarl,Paarl,South Africa,1997-01-27
Zimbabwe,South Africa,226,229,6,5,away,home,South Africa,5.0,wickets,Day and night,Standard Bank International One-Day Series,Dave Houghton,Zimbabwe,"Newlands, Cape Town",Zimbabwe,bat first,Cape Town,Cape Town,South Africa,1997-01-29
Zimbabwe,South Africa,256,259,8,6,away,home,South Africa,4.0,wickets,Day and night,Standard Bank International One-Day Series,Hansie Cronje,South Africa,"New Wanderers Stadium, Johannesburg",Zimbabwe,bat first,Johannesburg,Johannesburg,South Africa,1997-01-31
India,South Africa,179,180,9,4,away,home,South Africa,6.0,wickets,Day,Standard Bank International One-Day Series,Jacques Kallis,South Africa,"Crusaders Ground, St George's Park, Port Elizabeth",India,bat first,Port Elizabeth,Port Elizabeth,South Africa,1997-02-02
India,South Africa,232,236,5,4,away,home,South Africa,6.0,wickets,Day and night,Standard Bank International One-Day Series,Sourav Ganguly,India,"Buffalo Park, East London",India,bat first,East London,East London,South Africa,1997-02-04
India,Zimbabwe,216,171,10,7,away,away,Zimbabwe,3.0,wickets,Day and night,Standard Bank International One-Day Series,Craig Evans,Zimbabwe,Centurion Park,India,bat first,Centurion,Centurion,South Africa,1997-02-07
Zimbabwe,India,240,241,8,4,away,away,India,6.0,wickets,Day,Standard Bank International One-Day Series,Sachin Tendulkar,India,"Willowmoore Park, Benoni",India,field first,Benoni,Benoni,South Africa,1997-02-09
South Africa,India,278,234,8,10,home,away,South Africa,17.0,runs,Day and night,Standard Bank International One-Day Series,Rahul Dravid,India,"Kingsmead, Durban",South Africa,bat first,Durban,Durban,South Africa,1997-02-13
India,Zimbabwe,168,139,10,2,away,home,Zimbabwe,8.0,wickets,Day,India tour of Zimbabwe,Heath Streak,Zimbabwe,"Queens Sports Club, Bulawayo",Zimbabwe,field first,Bulawayo,Bulawayo,Zimbabwe,1997-02-15
New Zealand,England,222,226,6,6,home,away,England,4.0,wickets,Day and night,England tour of New Zealand,Phil Tufnell,England,"Lancaster Park, Christchurch",New Zealand,bat first,Christchurch,Christchurch,New Zealand,1997-02-20
New Zealand,England,253,134,8,4,home,away,England,6.0,wickets,Day,England tour of New Zealand,Nick Knight,England,"Eden Park, Auckland",New Zealand,bat first,Auckland,Auckland,New Zealand,1997-02-23
New Zealand,England,237,237,10,8,home,away,Match tied,35.52088452088452,runs,Day and night,England tour of New Zealand,Chris Harris,New Zealand,"McLean Park, Napier",New Zealand,bat first,Napier,Napier,New Zealand,1997-02-26
New Zealand,England,153,144,10,10,home,away,New Zealand,9.0,runs,Day,England tour of New Zealand,Gavin Larsen,New Zealand,"Eden Park, Auckland",England,field first,Auckland,Auckland,New Zealand,1997-03-02
New Zealand,England,228,200,8,10,home,away,New Zealand,28.0,runs,Day,England tour of New Zealand,Nathan Astle,New Zealand,"Basin Reserve, Wellington",New Zealand,bat first,Wellington,Wellington,New Zealand,1997-03-04
New Zealand,Sri Lanka,201,202,9,4,home,away,Sri Lanka,6.0,wickets,Day and night,Sri Lanka tour of New Zealand,Sanath Jayasuriya,Sri Lanka,"Lancaster Park, Christchurch",Sri Lanka,field first,Christchurch,Christchurch,New Zealand,1997-03-25
New Zealand,Sri Lanka,201,132,10,10,home,away,New Zealand,69.0,runs,Day,Sri Lanka tour of New Zealand,Chris Cairns,New Zealand,"Basin Reserve, Wellington",Sri Lanka,field first,Wellington,Wellington,New Zealand,1997-03-27
Australia,South Africa,223,227,9,4,away,home,South Africa,6.0,wickets,Day,Australia tour of South Africa,Daryll Cullinan,South Africa,"Buffalo Park, East London",South Africa,field first,East London,East London,South Africa,1997-03-29
South Africa,Australia,221,222,8,3,home,away,Australia,7.0,wickets,Day,Australia tour of South Africa,Mark Waugh,Australia,"Crusaders Ground, St George's Park, Port Elizabeth",Australia,field first,Port Elizabeth,Port Elizabeth,South Africa,1997-03-31
South Africa,Australia,245,199,8,10,home,away,South Africa,46.0,runs,Day and night,Australia tour of South Africa,Jonty Rhodes,South Africa,"Newlands, Cape Town",Australia,field first,Cape Town,Cape Town,South Africa,1997-04-02
Zimbabwe,Sri Lanka,187,188,9,3,away,away,Sri Lanka,7.0,wickets,Day,Singer-Akai Cup,Aravinda de Silva,Sri Lanka,Sharjah Cricket Association Stadium,Sri Lanka,field first,Sharjah,Sharjah,United Arab Emirates,1997-04-03
Sri Lanka,Pakistan,243,224,8,9,away,away,Sri Lanka,19.0,runs,Day,Singer-Akai Cup,Aravinda de Silva,Sri Lanka,Sharjah Cricket Association Stadium,Pakistan,field first,Sharjah,Sharjah,United Arab Emirates,1997-04-04
Australia,South Africa,211,196,9,10,away,home,Australia,15.0,runs,Day and night,Australia tour of South Africa,Shaun Pollock,South Africa,"Kingsmead, Durban",Australia,bat first,Durban,Durban,South Africa,1997-04-05
Pakistan,Zimbabwe,187,94,10,10,away,away,Pakistan,93.0,runs,Day,Singer-Akai Cup,Inzamam-ul-Haq,Pakistan,Sharjah Cricket Association Stadium,Pakistan,bat first,Sharjah,Sharjah,United Arab Emirates,1997-04-06
Sri Lanka,Pakistan,251,200,7,10,away,away,Sri Lanka,51.0,runs,Day,Singer-Akai Cup,Aravinda de Silva,Sri Lanka,Sharjah Cricket Association Stadium,Sri Lanka,bat first,Sharjah,Sharjah,United Arab Emirates,1997-04-07
Zimbabwe,Sri Lanka,203,153,10,10,away,away,Zimbabwe,50.0,runs,Day,Singer-Akai Cup,Guy Whittall,Zimbabwe,Sharjah Cricket Association Stadium,Zimbabwe,bat first,Sharjah,Sharjah,United Arab Emirates,1997-04-08
Australia,South Africa,258,250,7,8,away,home,Australia,8.0,runs,Day and night,Australia tour of South Africa,Michael Di Venuto,Australia,"New Wanderers Stadium, Johannesburg",Australia,bat first,Johannesburg,Johannesburg,South Africa,1997-04-08
Pakistan,Zimbabwe,151,119,9,10,away,away,Pakistan,32.0,runs,Day,Singer-Akai Cup,Moin Khan,Pakistan,Sharjah Cricket Association Stadium,Pakistan,bat first,Sharjah,Sharjah,United Arab Emirates,1997-04-09
South Africa,Australia,284,287,7,5,home,away,Australia,5.0,wickets,Day and night,Australia tour of South Africa,Michael Bevan,Australia,Centurion Park,South Africa,bat first,Centurion,Centurion,South Africa,1997-04-10
Pakistan,Sri Lanka,214,215,10,6,away,away,Sri Lanka,4.0,wickets,Day,Singer-Akai Cup,Aravinda de Silva,Sri Lanka,Sharjah Cricket Association Stadium,Pakistan,bat first,Sharjah,Sharjah,United Arab Emirates,1997-04-11
South Africa,Australia,310,201,6,10,home,away,South Africa,109.0,runs,Day,Australia tour of South Africa,Lance Klusener,South Africa,"Springbok Park, Bloemfontein",Australia,field first,Bloemfontein,Bloemfontein,South Africa,1997-04-13
India,West Indies,179,149,10,2,away,home,West Indies,8.0,wickets,Day,India tour of West Indies,Shivnarine Chanderpaul,West Indies,"Queen's Park Oval, Port of Spain, Trinidad",India,bat first,Port of Spain,Port of Spain,West Indies,1997-04-26
West Indies,India,121,116,10,0,home,away,India,10.0,wickets,Day,India tour of West Indies,Abey Kuruvilla,India,"Queen's Park Oval, Port of Spain, Trinidad",India,field first,Port of Spain,Port of Spain,West Indies,1997-04-27
West Indies,India,249,231,9,10,home,away,West Indies,18.0,runs,Day,India tour of West Indies,Stuart Williams,West Indies,"Arnos Vale Ground, Kingstown, St Vincent",India,field first,Kingstown,Arnos Vale,West Indies,1997-04-30
India,West Indies,199,200,7,0,away,home,West Indies,10.0,wickets,Day,India tour of West Indies,Shivnarine Chanderpaul,West Indies,"Kensington Oval, Bridgetown, Barbados",West Indies,field first,Bridgetown,Bridgetown,West Indies,1997-05-03
New Zealand,Pakistan,285,263,7,9,away,away,New Zealand,22.0,runs,Day and night,Pepsi Independence Cup,Nathan Astle,New Zealand,"Punjab Cricket Association Stadium, Mohali, Chandigarh",Pakistan,field first,Mohali,Mohali,India,1997-05-09
Pakistan,Sri Lanka,289,259,6,10,away,away,Pakistan,30.0,runs,Day and night,Pepsi Independence Cup,Aaqib Javed,Pakistan,"Captain Roop Singh Stadium, Gwalior",Pakistan,bat first,Gwalior,Gwalior,India,1997-05-12
New Zealand,India,220,221,9,2,away,home,India,8.0,wickets,Day and night,Pepsi Independence Cup,Sachin Tendulkar,India,"M Chinnaswamy Stadium, Bangalore",New Zealand,bat first,Bengaluru,Bengaluru,India,1997-05-14
India,Sri Lanka,225,229,7,5,home,away,Sri Lanka,5.0,wickets,Day and night,Pepsi Independence Cup,Sanath Jayasuriya,Sri Lanka,"Wankhede Stadium, Mumbai",India,bat first,Mumbai,Mumbai,India,1997-05-17
Sri Lanka,New Zealand,214,162,10,10,away,away,Sri Lanka,52.0,runs,Day and night,Pepsi Independence Cup,Romesh Kaluwitharana,Sri Lanka,"Lal Bahadur Shastri Stadium, Hyderabad, Deccan",Sri Lanka,bat first,Hyderabad (Deccan),Hyderabad,India,1997-05-20
Pakistan,India,327,292,5,10,away,home,Pakistan,35.0,runs,Day and night,Pepsi Independence Cup,Saeed Anwar,Pakistan,"MA Chidambaram Stadium, Chepauk, Chennai",Pakistan,bat first,Chennai,Chepauk,India,1997-05-21
Australia,England,170,175,8,4,away,home,England,6.0,wickets,Day,Australia tour of England and Scotland,Adam Hollioake,England,"Headingley, Leeds",England,field first,Leeds,Leeds,England,1997-05-22
Sri Lanka,Pakistan,339,224,4,10,away,away,Sri Lanka,115.0,runs,Day and night,Pepsi Independence Cup,Sanath Jayasuriya,Sri Lanka,"Punjab Cricket Association Stadium, Mohali, Chandigarh",Sri Lanka,bat first,Mohali,Mohali,India,1997-05-24
Australia,England,249,253,6,4,away,home,England,6.0,wickets,Day,Australia tour of England and Scotland,Mike Atherton,England,"Kennington Oval, London",England,field first,The Oval,London,England,1997-05-24
Australia,England,269,270,10,4,away,home,England,6.0,wickets,Day,Australia tour of England and Scotland,Darren Gough,England,"Lord's, London",England,field first,Lord's,St John's Wood Road,England,1997-05-25
Sri Lanka,Pakistan,309,224,10,10,away,away,Sri Lanka,85.0,runs,Day and night,Pepsi Independence Cup,Aravinda de Silva,Sri Lanka,"Eden Gardens, Calcutta",Sri Lanka,bat first,Kolkata,Kolkata,India,1997-05-27
West Indies,Sri Lanka,283,248,7,8,home,away,West Indies,35.0,runs,Day,Sri Lanka tour of West Indies,Stuart Williams,West Indies,"Queen's Park Oval, Port of Spain, Trinidad",Sri Lanka,field first,Port of Spain,Port of Spain,West Indies,1997-06-06
Sri Lanka,Pakistan,239,224,10,9,home,away,Sri Lanka,15.0,runs,Day,Pepsi Asia Cup,Marvan Atapattu,Sri Lanka,"R Premadasa Stadium, Colombo",Pakistan,field first,Colombo (RPS),Khettarama,Sri Lanka,1997-07-14
Pakistan,Bangladesh,319,210,5,10,away,away,Pakistan,109.0,runs,Day,Pepsi Asia Cup,Saeed Anwar,Pakistan,"R Premadasa Stadium, Colombo",Pakistan,bat first,Colombo (RPS),Khettarama,Sri Lanka,1997-07-16
India,Sri Lanka,227,231,6,4,away,home,Sri Lanka,6.0,wickets,Day,Pepsi Asia Cup,Arjuna Ranatunga,Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,field first,Colombo (RPS),Khettarama,Sri Lanka,1997-07-18
Sri Lanka,Bangladesh,296,193,4,8,home,away,Sri Lanka,103.0,runs,Day,Pepsi Asia Cup,Sanath Jayasuriya,Sri Lanka,"Sinhalese Sports Club Ground, Colombo",Bangladesh,field first,Colombo (SSC),Colombo,Sri Lanka,1997-07-22
Bangladesh,India,130,132,8,1,away,away,India,9.0,wickets,Day,Pepsi Asia Cup,Sourav Ganguly,India,"Sinhalese Sports Club Ground, Colombo",India,field first,Colombo (SSC),Colombo,Sri Lanka,1997-07-24
India,Sri Lanka,239,240,7,2,away,home,Sri Lanka,8.0,wickets,Day,Pepsi Asia Cup,Marvan Atapattu,Sri Lanka,"R Premadasa Stadium, Colombo",India,bat first,Colombo (RPS),Khettarama,Sri Lanka,1997-07-26
Sri Lanka,India,302,300,4,7,home,away,Sri Lanka,2.0,runs,Day and night,India tour of Sri Lanka,Ajay Jadeja,India,"R Premadasa Stadium, Colombo",India,field first,Colombo (RPS),Khettarama,Sri Lanka,1997-08-17
India,Sri Lanka,238,241,10,3,away,home,Sri Lanka,7.0,wickets,Day and night,India tour of Sri Lanka,Sanath Jayasuriya,Sri Lanka,"R Premadasa Stadium, Colombo",Sri Lanka,field first,Colombo (RPS),Khettarama,Sri Lanka,1997-08-20
Sri Lanka,India,264,255,10,8,home,away,Sri Lanka,9.0,runs,Day,India tour of Sri Lanka,Aravinda de Silva,Sri Lanka,"Sinhalese Sports Club Ground, Colombo",India,field first,Colombo (SSC),Colombo,Sri Lanka,1997-08-24
India,Pakistan,208,188,10,10,away,away,India,20.0,runs,Day,Pakistan tour of Canada,Ajay Jadeja,India,"Toronto Cricket, Skating and Curling Club",Pakistan,field first,Toronto,Toronto,Canada,1997-09-13
Pakistan,India,116,117,10,3,away,away,India,7.0,wickets,Day,Pakistan tour of Canada,Sourav Ganguly,India,"Toronto Cricket, Skating and Curling Club",Pakistan,bat first,Toronto,Toronto,Canada,1997-09-14
India,Pakistan,182,148,6,10,away,away,India,34.0,runs,Day,Pakistan tour of Canada,Sourav Ganguly,India,"Toronto Cricket, Skating and Curling Club",Pakistan,field first,Toronto,Toronto,Canada,1997-09-18
Pakistan,India,159,162,6,3,away,away,India,7.0,wickets,Day,Pakistan tour of Canada,Sourav Ganguly,India,"Toronto Cricket, Skating and Curling Club",India,field first,Toronto,Toronto,Canada,1997-09-20
India,Pakistan,250,251,5,5,away,away,Pakistan,5.0,wickets,Day,Pakistan tour of Canada,Sourav Ganguly,India,"Toronto Cricket, Skating and Curling Club",Pakistan,field first,Toronto,Toronto,Canada,1997-09-21
India,Pakistan,170,171,10,5,away,home,Pakistan,5.0,wickets,Day,India tour of Pakistan,Aaqib Javed,Pakistan,"Niaz Stadium, Hyderabad, Sind",India,bat first,Hyderabad (Sind),Hyderabad,Pakistan,1997-09-28
Pakistan,India,265,266,4,6,home,away,India,4.0,wickets,Day,India tour of Pakistan,Sourav Ganguly,India,"National Stadium, Karachi",Pakistan,bat first,Karachi,Karachi,Pakistan,1997-09-30
Zimbabwe,New Zealand,233,233,8,9,home,away,Match tied,35.52088452088452,runs,Day,New Zealand tour of Zimbabwe,Chris Harris,New Zealand,"Queens Sports Club, Bulawayo",Zimbabwe,bat first,Bulawayo,Bulawayo,Zimbabwe,1997-10-01
India,Pakistan,216,219,10,1,away,home,Pakistan,9.0,wickets,Day and night,India tour of Pakistan,Ijaz Ahmed,Pakistan,"Gaddafi Stadium, Lahore",Pakistan,field first,Lahore,Lahore,Pakistan,1997-10-02
New Zealand,Zimbabwe,185,188,7,7,away,home,Zimbabwe,3.0,wickets,Day,New Zealand tour of Zimbabwe,Paul Strang,Zimbabwe,Harare Sports Club,New Zealand,bat first,Harare,Harare,Zimbabwe,1997-10-04
New Zealand,Zimbabwe,294,211,7,10,away,home,New Zealand,83.0,runs,Day,New Zealand tour of Zimbabwe,Chris Cairns,New Zealand,Harare Sports Club,New Zealand,bat first,Harare,Harare,Zimbabwe,1997-10-05
Kenya,Bangladesh,347,197,3,10,home,away,Kenya,150.0,runs,Day,President's Cup,Kennedy Otieno,Kenya,"Gymkhana Club Ground, Nairobi",Bangladesh,field first,Nairobi (Gym),Nairobi,Kenya,1997-10-10
Zimbabwe,Bangladesh,305,257,4,10,away,away,Zimbabwe,48.0,runs,Day,President's Cup,Grant Flower,Zimbabwe,"Gymkhana Club Ground, Nairobi",Zimbabwe,bat first,Nairobi (Gym),Nairobi,Kenya,1997-10-11
Kenya,Zimbabwe,249,244,8,4,home,away,Zimbabwe,6.0,wickets,Day,President's Cup,Guy Whittall,Zimbabwe,"Gymkhana Club Ground, Nairobi",Kenya,bat first,Nairobi (Gym),Nairobi,Kenya,1997-10-12
Zimbabwe,Bangladesh,284,92,10,10,away,away,Zimbabwe,192.0,runs,Day,President's Cup,Bryan Strang,Zimbabwe,"Aga Khan Sports Club Ground, Nairobi",Zimbabwe,bat first,Nairobi (Aga),Nairobi,Kenya,1997-10-14
Bangladesh,Kenya,100,102,10,2,away,home,Kenya,8.0,wickets,Day,President's Cup,Martin Suji,Kenya,"Aga Khan Sports Club Ground, Nairobi",Bangladesh,bat first,Nairobi (Aga),Nairobi,Kenya,1997-10-15
Kenya,Zimbabwe,207,210,9,3,home,away,Zimbabwe,7.0,wickets,Day,President's Cup,Andy Flower,Zimbabwe,"Aga Khan Sports Club Ground, Nairobi",Zimbabwe,field first,Nairobi (Aga),Nairobi,Kenya,1997-10-16
Zimbabwe,Kenya,281,172,8,7,away,home,Zimbabwe,83.0,runs,Day,President's Cup,Andy Flower,Zimbabwe,"Gymkhana Club Ground, Nairobi",Zimbabwe,bat first,Nairobi (Gym),Nairobi,Kenya,1997-10-18
Zimbabwe,Kenya,272,190,6,10,away,home,Zimbabwe,82.0,runs,Day,President's Cup,Andy Whittall,Zimbabwe,"Gymkhana Club Ground, Nairobi",Zimbabwe,bat first,Nairobi (Gym),Nairobi,Kenya,1997-10-19
West Indies,Sri Lanka,237,240,8,3,away,away,Sri Lanka,7.0,wickets,Day and night,Wills Quadrangular Tournament,Arjuna Ranatunga,Sri Lanka,"Gaddafi Stadium, Lahore",Sri Lanka,field first,Lahore,Lahore,Pakistan,1997-11-01
South Africa,Pakistan,271,262,10,9,away,home,South Africa,9.0,runs,Day and night,Wills Quadrangular Tournament,Shaun Pollock,South Africa,"Gaddafi Stadium, Lahore",Pakistan,field first,Lahore,Lahore,Pakistan,1997-11-02
West Indies,South Africa,293,297,8,5,away,away,South Africa,5.0,wickets,Day and night,Wills Quadrangular Tournament,Hansie Cronje,South Africa,"Gaddafi Stadium, Lahore",South Africa,field first,Lahore,Lahore,Pakistan,1997-11-03
